age,duration,campaign,pdays,previous,emp_var_rate,cons_price_ind,cons_conf_ind,euribor,nr_employee
32,299,3,999,6,-3,92,-46,4,5099
35,584,6,999,6,-3,93,-47,4,5099
54,204,6,999,8,-2,92,-31,5,5076
27,509,4,999,6,3,93,-42,4,5228
52,280,6,999,6,3,93,-36,4,5191
32,131,6,999,6,-2,92,-31,5,5076
36,27,6,999,8,-3,92,-46,4,5099
27,584,6,999,6,-3,92,-46,4,5099
39,78,2,999,6,2,93,-42,4,5195
34,77,3,999,6,-3,93,-47,4,5099
35,162,6,999,6,3,93,-36,4,5191
32,180,6,999,6,3,93,-36,4,5191
42,96,6,999,8,-2,92,-31,5,5076
42,651,2,999,8,2,93,-42,4,5195
37,415,6,999,6,3,93,-36,4,5191
34,85,3,999,6,2,93,-42,4,5195
27,130,6,999,6,3,93,-42,4,5228
49,1149,2,999,6,3,94,-41,4,5228
35,235,4,999,6,3,93,-36,4,5191
22,110,7,999,6,3,93,-42,4,5228
45,105,6,999,6,3,93,-36,4,5191
29,42,6,999,6,3,93,-42,4,5228
59,240,3,999,8,-2,92,-31,5,5076
55,228,2,999,6,3,94,-41,4,5228
32,366,4,999,6,2,93,-42,4,5195
49,284,6,999,6,3,93,-42,4,5228
43,193,2,999,6,3,94,-41,4,5228
47,181,6,999,6,-3,92,-46,4,5099
41,102,6,999,6,-3,92,-46,4,5099
50,192,2,999,6,3,93,-36,4,5191
46,148,2,999,6,2,93,-42,4,5195
32,184,9,999,6,3,93,-36,4,5191
47,431,3,999,6,3,93,-42,4,5228
54,82,2,999,6,3,93,-36,4,5191
29,135,3,999,8,-3,93,-34,5,5008
33,157,6,999,6,-3,93,-34,5,5008
31,608,3,6,2,-3,94,-40,5,4991
27,339,2,999,8,-3,92,-46,4,5099
25,244,6,999,6,-3,94,-50,4,4963
34,686,6,999,6,2,93,-42,4,5195
35,165,5,999,6,3,93,-36,4,5191
37,211,6,999,6,-3,92,-46,4,5099
34,455,3,999,6,3,93,-36,4,5228
33,807,3,999,8,-3,92,-46,4,5099
54,204,4,999,6,3,93,-36,4,5228
30,175,6,999,8,2,93,-42,4,5195
40,258,2,999,6,3,94,-41,4,5228
37,44,2,999,6,-3,93,-47,4,5099
34,73,6,999,6,-3,93,-47,4,5099
25,147,60,999,6,3,93,-42,4,5228
59,17,68,999,6,3,93,-36,4,5228
25,420,6,1,8,-3,92,-29,5,5017
58,344,2,999,6,-3,94,-50,4,4963
42,385,6,999,6,3,93,-42,4,5228
33,182,6,999,6,-3,92,-46,4,5099
50,80,6,999,6,3,93,-36,4,5228
39,393,6,999,6,3,93,-36,4,5191
30,638,4,999,6,3,93,-36,4,5228
33,641,6,999,6,3,93,-36,4,5191
33,21,6,999,6,3,93,-36,4,5191
41,446,2,999,6,3,93,-36,4,5191
36,170,4,999,6,3,93,-36,4,5191
44,96,6,999,6,2,93,-42,4,5195
57,1348,4,999,6,-3,93,-47,4,5099
40,85,2,999,6,3,93,-36,4,5191
42,148,9,999,6,3,93,-36,4,5191
41,23,67,999,6,3,93,-36,4,5191
41,324,6,999,6,-3,94,-38,5,4991
33,331,6,999,6,3,93,-36,4,5228
32,40,5,999,6,3,93,-42,4,5228
45,550,2,999,6,3,93,-36,4,5191
29,442,3,999,6,-2,92,-40,4,5076
35,178,6,999,8,2,93,-42,4,5195
35,110,2,18,2,-3,94,-37,5,4963
86,211,6,7,4,-3,94,-37,5,4963
45,27,2,999,6,3,93,-36,4,5228
34,388,2,999,6,3,93,-36,4,5191
41,545,2,999,6,-3,94,-50,4,4963
50,146,6,999,8,-3,92,-46,4,5099
28,166,6,999,6,-3,92,-46,4,5099
33,139,2,999,6,3,93,-36,4,5191
42,301,6,999,6,-3,92,-46,4,5099
43,218,3,999,6,3,93,-36,4,5191
42,179,6,6,8,-3,92,-33,5,5023
56,360,6,999,6,3,93,-36,4,5228
29,489,6,999,6,3,93,-42,4,5228
31,125,3,999,6,3,93,-42,4,5228
31,304,2,999,6,3,93,-42,4,5228
28,189,6,999,6,-3,92,-46,4,5099
43,377,6,999,6,3,93,-42,4,5228
44,728,6,999,6,-3,92,-46,4,5099
43,128,22,999,6,3,93,-42,4,5228
41,278,6,999,6,-3,94,-49,5,4963
31,387,6,999,6,-2,92,-31,5,5076
59,29,9,999,6,3,93,-36,4,5191
32,71,4,999,6,3,93,-42,4,5228
24,292,6,999,8,-3,94,-39,5,4991
31,767,2,999,6,3,94,-41,4,5228
38,1476,4,999,6,2,93,-42,4,5195
37,176,6,999,6,-3,92,-46,4,5099
33,52,4,999,6,3,93,-42,4,5228
27,150,4,999,6,3,93,-42,4,5228
34,285,6,999,6,3,93,-36,4,5191
46,32,6,999,8,2,93,-42,4,5195
30,227,6,999,6,3,93,-42,4,5228
31,12,8,999,6,2,93,-42,4,5195
56,171,6,999,6,3,93,-36,4,5191
52,183,6,999,6,3,93,-42,4,5228
30,501,2,999,6,3,93,-42,4,5228
34,381,3,999,6,3,94,-41,4,5228
31,142,6,999,6,-3,92,-26,5,5017
33,482,6,12,8,-3,94,-50,4,4963
33,117,6,999,6,-3,93,-47,4,5099
30,14,63,999,6,3,93,-36,4,5228
28,69,6,999,6,-3,93,-47,4,5099
24,240,4,999,6,-3,92,-46,4,5099
41,389,2,999,6,-3,92,-46,4,5099
26,326,4,999,6,3,93,-36,4,5191
40,387,4,999,6,3,93,-36,4,5191
45,569,4,999,6,-3,92,-29,5,5017
42,160,2,999,6,3,94,-41,4,5228
41,697,2,999,6,3,93,-36,4,5228
56,313,2,999,6,3,93,-36,4,5191
25,581,3,999,2,-3,93,-40,5,5008
25,23,6,999,6,-3,92,-46,4,5099
33,659,6,999,6,-3,92,-46,4,5099
34,103,6,999,6,-3,92,-46,4,5099
36,243,6,999,8,-2,92,-33,4,5076
75,229,6,999,2,-3,94,-40,5,4991
38,79,6,999,6,2,93,-42,4,5195
28,111,6,999,8,-2,92,-31,5,5076
56,102,6,999,6,3,93,-36,4,5228
58,15,62,999,6,3,94,-41,4,5228
30,408,6,999,6,3,93,-36,4,5191
48,286,6,999,6,3,93,-36,4,5228
30,53,6,999,6,3,93,-42,4,5228
43,164,2,999,6,3,93,-36,4,5191
33,305,2,999,6,-3,92,-46,4,5099
36,316,2,999,8,-3,93,-47,4,5099
54,577,3,999,6,3,93,-42,4,5228
29,90,6,999,6,3,93,-42,4,5228
28,454,6,999,8,-3,92,-33,5,5023
59,69,6,999,6,-3,92,-46,4,5099
45,427,4,999,8,-3,93,-47,4,5099
32,25,63,999,6,3,93,-36,4,5228
55,217,2,999,6,3,93,-36,4,5191
29,139,6,999,6,3,93,-36,4,5228
31,257,2,999,6,3,93,-36,4,5191
34,107,6,999,6,3,93,-36,4,5228
25,214,2,999,6,3,94,-41,4,5228
35,105,6,4,3,-3,92,-33,5,5023
49,146,6,999,6,3,93,-36,4,5191
35,19,6,999,6,3,93,-42,4,5228
36,65,6,999,8,-3,92,-46,4,5099
29,281,2,999,6,2,93,-42,4,5195
30,229,2,999,6,2,93,-42,4,5195
24,114,6,999,6,3,93,-42,4,5228
47,243,4,999,6,-2,92,-40,4,5076
32,80,4,999,6,-3,92,-46,4,5099
34,468,6,999,6,3,93,-36,4,5228
34,101,4,999,8,-3,92,-46,4,5099
39,83,2,999,6,3,94,-41,4,5228
47,74,6,999,2,-3,92,-46,4,5099
32,67,6,999,6,-3,92,-46,4,5099
29,438,6,999,6,3,93,-42,4,5228
57,12,5,999,6,3,94,-41,4,5228
49,582,6,999,6,2,93,-42,4,5195
42,721,60,999,6,3,93,-42,4,5228
29,142,2,999,6,3,93,-36,4,5228
34,224,3,999,6,3,93,-36,4,5191
51,212,6,999,6,-3,92,-46,4,5099
47,295,6,999,6,-3,92,-46,4,5099
53,247,5,999,2,-3,93,-34,5,5008
28,236,2,999,6,3,93,-42,4,5228
27,184,6,999,8,-3,94,-49,4,4963
23,104,6,999,2,-3,94,-40,5,4991
30,200,6,999,8,-3,94,-38,5,4991
42,172,6,999,6,-3,92,-46,4,5099
38,190,2,999,6,3,94,-41,4,5228
29,245,6,999,6,-3,93,-47,4,5099
44,31,6,999,8,-3,92,-46,4,5099
59,204,2,999,6,3,93,-36,4,5228
45,165,3,999,8,2,93,-42,4,5195
51,93,6,999,6,3,94,-41,4,5228
28,114,2,999,6,3,93,-36,4,5191
29,94,2,999,6,3,93,-36,4,5228
28,477,2,999,8,-3,93,-47,4,5099
29,231,2,999,6,-3,92,-46,4,5099
40,142,3,999,6,3,94,-41,4,5228
43,221,2,999,6,-3,92,-46,4,5099
54,218,6,999,6,3,93,-42,4,5228
42,370,5,999,6,-3,92,-46,4,5099
55,336,6,999,8,-3,92,-46,4,5099
49,121,6,999,6,3,93,-42,4,5228
52,84,3,999,6,3,93,-36,4,5228
32,52,8,999,6,3,93,-36,4,5228
23,69,3,999,6,3,93,-42,4,5228
34,42,7,999,6,2,93,-42,4,5195
36,98,3,999,6,3,93,-42,4,5228
54,218,2,999,6,3,93,-36,4,5228
39,51,6,999,6,3,93,-36,4,5191
50,57,6,999,6,-3,94,-37,5,4963
30,181,2,999,6,-2,92,-40,4,5076
27,1170,6,999,6,3,93,-36,4,5191
32,147,4,999,6,3,93,-36,4,5191
54,71,4,999,6,3,94,-41,4,5228
40,135,6,999,6,3,93,-42,4,5228
50,157,6,999,8,-3,92,-46,4,5099
35,146,2,999,6,-3,92,-46,4,5099
26,355,6,999,8,-3,94,-37,5,4963
45,99,6,999,6,3,93,-36,4,5228
28,180,6,999,6,3,93,-36,4,5191
28,101,2,999,6,3,93,-36,4,5191
50,121,2,999,6,3,93,-36,4,5191
31,55,62,999,6,3,94,-41,4,5228
34,114,6,999,6,3,93,-36,4,5228
56,368,5,999,6,3,93,-42,4,5228
29,103,4,999,6,3,93,-42,4,5228
58,233,2,999,6,3,93,-36,4,5228
46,471,3,999,6,-3,92,-46,4,5099
35,131,6,999,6,3,93,-36,4,5191
34,281,6,999,6,-3,92,-46,4,5099
39,297,6,999,6,-3,93,-47,4,5099
40,165,6,999,8,2,93,-42,4,5195
40,117,6,999,6,3,93,-36,4,5228
54,71,5,999,6,3,93,-42,4,5228
25,94,2,999,6,-2,92,-40,4,5076
40,155,3,999,6,-3,92,-29,5,5017
49,67,3,999,6,3,94,-41,4,5228
41,228,6,999,8,-3,94,-37,5,4963
32,549,2,999,6,3,93,-42,4,5228
44,39,2,999,6,3,94,-41,4,5228
41,1360,3,999,6,3,93,-42,4,5228
30,433,2,999,6,3,93,-36,4,5228
27,352,6,999,6,-3,92,-46,4,5099
41,152,3,999,6,3,93,-36,4,5191
36,38,6,999,8,-3,92,-46,4,5099
54,134,6,999,6,2,93,-42,4,5195
30,165,6,999,8,-3,93,-40,5,5008
25,81,6,999,8,-2,92,-31,5,5076
42,59,2,999,6,2,93,-42,4,5195
36,255,2,999,6,-3,92,-46,4,5099
45,99,6,999,6,3,93,-36,4,5191
38,257,2,999,6,3,93,-36,4,5191
38,160,6,999,6,3,93,-36,4,5191
34,78,2,999,6,3,94,-41,4,5228
44,217,3,999,8,-3,92,-46,4,5099
37,37,6,999,6,-3,92,-46,4,5099
39,650,3,999,6,3,93,-36,4,5191
57,230,6,999,6,3,93,-42,4,5228
34,64,4,999,6,3,93,-42,4,5228
25,112,6,999,6,3,94,-41,4,5228
52,152,2,999,8,-3,93,-47,4,5099
23,104,6,999,6,-3,92,-46,4,5099
57,101,6,999,6,3,93,-36,4,5191
50,206,6,999,6,2,93,-42,4,5195
46,63,6,999,6,3,94,-41,4,5228
43,339,3,999,6,3,93,-36,4,5191
38,136,2,999,8,2,93,-42,4,5195
53,148,2,999,6,3,93,-36,4,5191
35,221,6,999,6,2,93,-42,4,5195
28,289,6,999,6,3,93,-42,4,5228
25,155,6,999,6,3,93,-36,4,5191
56,311,5,999,6,3,93,-36,4,5191
56,17,69,999,6,3,93,-42,4,5228
33,326,5,999,6,3,94,-41,4,5228
31,213,6,999,6,3,93,-36,4,5228
48,544,6,999,6,-3,94,-38,5,4991
45,173,6,999,6,3,94,-41,4,5228
24,160,6,999,6,-3,92,-26,5,5017
33,341,6,999,6,-3,92,-46,4,5099
38,121,4,999,6,-3,93,-47,4,5099
48,148,6,999,6,3,93,-36,4,5228
28,22,5,999,6,-3,92,-46,4,5099
50,153,3,999,6,3,93,-36,4,5191
29,281,3,999,6,3,94,-41,4,5228
38,177,3,999,6,3,93,-36,4,5191
18,297,6,999,6,-3,94,-38,5,4991
31,43,6,999,6,-3,92,-46,4,5099
34,487,5,999,6,3,93,-42,4,5228
38,43,9,999,6,3,94,-41,4,5228
57,26,5,12,8,-3,92,-46,4,5099
35,432,6,999,6,3,93,-36,4,5191
77,258,6,999,6,-3,94,-38,5,4991
29,532,6,999,6,3,93,-42,4,5228
46,153,2,999,6,3,93,-42,4,5228
21,286,2,999,6,-3,94,-39,5,4991
43,75,6,999,6,-2,92,-31,5,5076
43,294,2,999,6,3,93,-42,4,5228
31,146,2,12,3,-3,94,-49,5,4963
39,367,6,999,6,3,94,-41,4,5228
44,228,2,999,6,3,93,-42,4,5228
32,53,6,999,8,-3,92,-46,4,5099
43,79,6,999,8,-3,92,-46,4,5099
48,11,6,999,6,-3,94,-37,5,4963
28,557,6,999,6,3,93,-36,4,5191
36,55,6,999,8,-3,92,-46,4,5099
52,26,5,999,8,2,93,-42,4,5195
34,541,3,999,8,-3,92,-46,4,5099
37,115,4,999,6,3,93,-36,4,5191
25,101,6,999,6,-3,92,-46,4,5099
48,69,6,999,6,3,93,-36,4,5228
36,113,4,999,6,3,93,-36,4,5191
27,148,6,999,6,3,93,-36,4,5191
34,151,2,999,6,-3,93,-47,4,5099
42,73,6,999,8,-3,93,-47,4,5099
37,117,6,999,6,3,93,-42,4,5228
41,142,2,999,6,3,94,-41,4,5228
51,62,6,999,6,2,93,-42,4,5195
27,84,3,999,6,3,93,-42,4,5228
35,199,6,999,6,3,93,-42,4,5228
31,90,6,999,6,2,93,-42,4,5195
31,5,6,999,6,-3,94,-37,5,4963
31,280,6,999,6,3,93,-42,4,5228
64,239,4,999,6,-3,94,-38,5,4991
33,35,6,999,6,-3,92,-46,4,5099
41,150,2,999,8,-3,93,-47,4,5099
34,423,6,999,6,3,94,-41,4,5228
41,135,6,999,6,2,93,-42,4,5195
36,70,6,999,6,2,93,-42,4,5195
59,59,8,999,6,3,94,-41,4,5228
56,941,3,999,6,3,94,-41,4,5228
59,422,3,999,6,3,93,-36,4,5191
32,59,6,999,6,2,93,-42,4,5195
40,34,3,999,6,3,93,-36,4,5191
38,64,6,3,3,-3,92,-30,5,5017
34,248,2,999,6,3,93,-36,4,5191
41,258,2,999,6,3,93,-36,4,5228
33,31,6,999,6,3,93,-42,4,5228
31,113,2,999,6,3,93,-36,4,5228
29,168,4,999,8,-3,92,-46,4,5099
38,247,5,999,6,3,94,-41,4,5228
24,224,6,999,6,-3,92,-50,4,5099
34,22,66,999,6,-3,92,-46,4,5099
27,201,6,999,6,-3,92,-46,4,5099
32,319,6,999,8,-3,92,-46,4,5099
49,59,2,999,6,3,93,-42,4,5228
36,372,6,999,6,3,93,-42,4,5228
46,155,6,999,6,3,93,-42,4,5228
47,313,6,999,6,3,93,-36,4,5191
37,73,3,999,6,3,93,-36,4,5191
31,582,2,999,8,-3,92,-46,4,5099
36,232,4,999,6,3,93,-36,4,5191
30,173,2,15,4,-3,94,-37,5,4963
32,100,6,999,8,2,93,-42,4,5195
54,42,6,999,6,-2,92,-40,4,5076
51,653,6,999,6,3,93,-36,4,5191
28,136,6,999,6,3,93,-42,4,5228
54,397,6,999,8,-3,92,-46,4,5099
31,101,63,999,6,3,93,-36,4,5191
57,259,6,999,8,-3,92,-46,4,5099
49,317,6,999,6,-2,92,-40,4,5076
45,157,3,999,6,3,93,-36,4,5191
33,258,8,999,6,-3,93,-47,4,5099
53,136,6,999,8,-3,92,-46,4,5099
26,1447,2,999,6,-3,92,-50,4,5099
31,56,2,999,6,3,93,-36,4,5228
32,999,3,999,6,3,93,-36,4,5191
29,321,6,999,6,3,93,-42,4,5228
31,191,6,999,6,3,93,-36,4,5228
29,1143,4,999,6,-3,92,-46,4,5099
49,667,3,999,6,3,93,-36,4,5191
26,15,7,999,6,-3,92,-46,4,5099
43,73,6,999,6,3,93,-36,4,5191
56,71,4,999,6,3,93,-36,4,5191
29,228,3,999,6,3,93,-36,4,5228
31,17,5,999,8,2,93,-42,4,5195
50,215,3,999,6,3,93,-42,4,5228
37,242,6,999,6,3,93,-42,4,5228
42,105,6,999,6,3,93,-36,4,5191
30,209,6,999,6,2,93,-42,4,5195
25,59,3,999,6,3,93,-42,4,5228
35,197,6,3,8,2,93,-42,4,5195
37,68,6,999,8,2,93,-42,4,5195
30,164,3,999,6,2,93,-42,4,5195
33,1132,2,999,6,3,93,-36,4,5191
36,146,2,999,6,3,93,-36,4,5191
46,60,3,999,6,3,93,-36,4,5191
51,280,2,999,8,-2,92,-40,4,5076
33,396,2,999,6,3,93,-36,4,5228
26,194,3,999,6,3,93,-36,4,5191
40,155,6,999,6,3,93,-36,4,5191
25,1068,3,999,6,-3,92,-46,4,5099
38,772,6,999,6,3,93,-36,4,5191
54,337,6,999,6,-3,92,-46,4,5099
50,137,6,999,6,3,93,-42,4,5228
36,7,6,999,6,-3,92,-46,4,5099
43,213,2,999,6,3,93,-36,4,5228
57,322,2,999,6,-3,93,-47,4,5099
38,161,6,999,8,-3,92,-46,4,5099
27,137,2,999,6,3,93,-36,4,5191
35,400,6,999,6,2,93,-42,4,5195
28,124,2,999,6,3,93,-42,4,5228
57,161,6,999,6,3,93,-36,4,5228
40,22,5,999,6,2,93,-42,4,5195
43,197,2,999,6,3,93,-42,4,5228
34,122,6,999,8,-3,93,-47,4,5099
67,140,2,999,6,-3,92,-26,5,5017
48,309,6,999,6,2,93,-42,4,5195
35,200,4,999,8,-3,92,-46,4,5099
27,409,6,1,8,-3,92,-46,4,5099
25,103,6,999,6,3,93,-42,4,5228
42,50,2,999,6,-3,92,-46,4,5099
47,208,2,999,6,3,93,-36,4,5191
49,13,2,999,6,2,93,-42,4,5195
36,458,6,999,6,-3,92,-46,4,5099
35,200,3,999,6,3,94,-41,4,5228
29,127,6,999,6,2,93,-42,4,5195
45,124,3,999,6,3,94,-41,4,5228
53,95,6,999,6,3,93,-36,4,5191
41,114,3,999,6,3,93,-36,4,5228
50,65,67,999,6,3,94,-41,4,5228
31,161,2,999,6,3,93,-36,4,5191
46,174,3,999,6,-3,92,-46,4,5099
36,713,4,999,6,3,93,-36,4,5191
43,133,6,999,6,3,94,-41,4,5228
48,201,6,999,6,3,93,-36,4,5191
31,215,2,999,8,-3,92,-46,4,5099
21,820,2,999,6,-3,93,-47,4,5099
56,310,6,999,6,-3,92,-46,4,5099
54,255,3,999,6,3,94,-41,4,5228
44,43,2,999,6,2,93,-42,4,5195
31,91,6,999,6,3,93,-36,4,5228
50,587,2,999,8,-2,92,-31,5,5076
48,288,6,0,3,-3,94,-38,5,4991
26,181,2,999,6,-2,92,-40,4,5076
37,320,2,999,6,3,93,-36,4,5191
37,100,6,999,6,-2,92,-40,4,5076
50,144,6,999,6,3,93,-36,4,5191
47,653,5,999,6,3,93,-36,4,5228
41,128,6,999,6,-3,92,-46,4,5099
32,22,67,999,6,3,94,-41,4,5228
38,177,2,999,6,-2,92,-40,4,5076
48,288,6,999,8,-3,94,-40,5,4991
46,566,2,999,6,3,93,-36,4,5191
48,318,2,999,6,3,93,-36,4,5191
38,107,3,999,6,3,93,-36,4,5191
38,748,2,999,6,3,93,-36,4,5228
55,599,4,999,6,3,93,-42,4,5228
27,101,3,999,6,3,93,-42,4,5228
28,223,3,999,2,-3,94,-50,4,4963
29,411,6,999,6,3,94,-41,4,5228
47,149,2,999,6,3,93,-42,4,5228
34,1185,3,999,6,3,93,-36,4,5191
51,398,2,999,8,-3,92,-46,4,5099
40,65,6,999,6,3,93,-36,4,5228
38,169,6,999,6,3,94,-41,4,5228
42,212,6,999,6,-3,92,-46,4,5099
30,266,3,999,6,3,93,-42,4,5228
36,427,6,999,6,3,93,-36,4,5191
33,113,6,999,6,3,94,-41,4,5228
47,51,3,999,6,-3,93,-47,4,5099
33,272,2,999,6,-3,94,-37,5,4963
30,22,3,999,6,3,93,-42,4,5228
54,66,2,999,6,3,93,-36,4,5191
47,164,6,999,6,2,93,-42,4,5195
32,58,6,999,6,2,93,-42,4,5195
32,297,2,999,6,-3,92,-46,4,5099
38,26,6,999,2,-3,92,-46,4,5099
38,74,2,999,6,3,93,-36,4,5228
38,27,60,999,6,3,93,-36,4,5228
53,118,7,999,6,3,93,-42,4,5228
26,112,3,999,6,3,93,-36,4,5191
27,169,2,999,6,3,93,-36,4,5191
38,103,6,999,6,-2,92,-40,4,5076
41,679,2,999,6,3,93,-36,4,5191
39,261,6,3,8,-3,92,-29,5,5017
48,352,2,999,6,3,93,-42,4,5228
32,16,6,999,6,3,94,-41,4,5228
35,39,6,999,6,3,93,-36,4,5191
51,107,6,999,6,3,93,-36,4,5228
35,8,5,999,6,-3,92,-46,4,5099
60,18,4,999,6,-3,93,-47,4,5099
28,94,2,999,6,3,93,-42,4,5228
52,167,6,10,4,-2,92,-31,5,5076
35,497,2,999,6,3,94,-41,4,5228
27,134,6,3,8,-3,92,-46,4,5099
34,481,6,999,6,3,93,-42,4,5228
36,217,6,999,6,2,93,-42,4,5195
28,140,6,999,6,3,93,-36,4,5191
32,175,6,999,6,3,93,-36,4,5191
49,1065,3,999,6,3,93,-42,4,5228
55,430,2,999,6,2,93,-42,4,5195
50,229,6,999,8,-3,92,-33,5,5023
37,51,4,999,6,-3,92,-46,4,5099
35,276,3,999,6,3,94,-41,4,5228
58,154,6,999,8,-3,92,-33,5,5023
32,95,5,999,6,3,93,-36,4,5228
35,145,6,999,6,3,93,-36,4,5191
35,213,4,999,6,-3,92,-46,4,5099
26,136,3,999,6,-3,92,-46,4,5099
47,225,4,999,8,-3,93,-47,4,5099
29,68,6,999,6,-3,92,-46,4,5099
37,222,6,2,8,-3,92,-46,4,5099
32,239,66,999,6,3,93,-42,4,5228
46,181,2,999,6,3,93,-42,4,5228
36,166,5,999,6,3,93,-36,4,5191
35,121,4,999,6,-2,92,-40,4,5076
31,242,2,999,6,3,93,-42,4,5228
29,716,2,999,6,3,93,-36,4,5228
46,550,2,999,6,3,93,-42,4,5228
85,181,2,999,6,-3,92,-26,5,5017
29,20,6,999,6,-3,92,-46,4,5099
31,165,2,999,6,-3,92,-46,4,5099
34,54,6,999,6,3,93,-42,4,5228
29,215,6,999,6,2,93,-42,4,5195
46,62,7,999,6,3,93,-42,4,5228
29,760,6,999,6,-3,92,-46,4,5099
54,253,3,999,6,3,93,-36,4,5191
26,112,5,999,6,-3,94,-50,4,4963
27,143,6,999,6,-3,92,-46,4,5099
57,10,5,999,8,-3,92,-46,4,5099
32,158,5,999,6,3,93,-36,4,5228
35,87,6,999,6,3,93,-36,4,5191
32,77,2,999,6,2,93,-42,4,5195
59,551,4,999,6,3,93,-42,4,5228
29,193,6,999,6,-3,92,-46,4,5099
37,155,6,999,6,3,93,-36,4,5191
40,675,5,999,6,3,94,-41,4,5228
55,482,6,999,6,3,93,-36,4,5228
33,46,3,999,6,3,93,-36,4,5228
36,193,3,999,6,-3,93,-47,4,5099
59,204,4,999,6,3,94,-41,4,5228
34,484,3,999,6,-3,92,-46,4,5099
30,34,2,999,8,-3,92,-46,4,5099
29,48,7,999,6,3,93,-42,4,5228
34,281,2,999,8,-3,92,-46,4,5099
47,162,6,999,6,3,93,-36,4,5191
41,89,2,999,6,3,93,-42,4,5228
30,107,6,999,6,-2,92,-40,4,5076
33,68,6,999,6,3,93,-36,4,5228
33,211,6,999,6,3,93,-42,4,5228
33,333,6,999,8,-3,92,-46,4,5099
59,265,6,999,6,3,93,-36,4,5228
29,94,3,999,6,3,93,-36,4,5191
36,369,6,999,6,3,93,-36,4,5191
41,464,2,999,6,-3,93,-47,4,5099
55,362,6,999,6,3,94,-41,4,5228
39,997,2,999,6,2,93,-42,4,5195
48,69,6,999,6,3,93,-42,4,5228
56,177,5,999,6,3,93,-42,4,5228
63,173,6,999,6,-2,92,-31,5,5076
50,287,6,999,6,-3,92,-46,4,5099
42,454,3,999,6,3,93,-36,4,5191
43,114,6,999,6,3,94,-41,4,5228
32,51,6,999,6,2,93,-42,4,5195
28,218,6,999,6,-3,93,-47,4,5099
26,649,2,999,6,-3,92,-46,4,5099
24,470,6,999,6,3,93,-42,4,5228
38,278,6,999,6,3,94,-41,4,5228
30,175,6,999,6,2,93,-42,4,5195
29,13,9,999,8,-3,92,-46,4,5099
56,442,2,999,6,3,93,-42,4,5228
36,762,3,999,6,3,94,-41,4,5228
33,88,4,999,6,3,93,-42,4,5228
47,262,2,999,6,3,93,-36,4,5191
50,287,6,999,6,3,93,-36,4,5191
41,335,6,999,6,3,93,-36,4,5191
54,461,2,999,8,-3,93,-47,4,5099
32,108,3,999,6,-3,93,-47,4,5099
38,189,6,999,6,3,93,-36,4,5191
34,201,2,6,8,2,93,-42,4,5195
34,192,3,999,6,-3,92,-46,4,5099
55,591,3,999,6,2,93,-42,4,5195
31,201,2,999,6,3,93,-36,4,5228
43,225,6,999,6,3,93,-36,4,5191
59,458,9,999,6,3,93,-42,4,5228
53,758,2,999,2,-3,93,-34,5,5008
56,1551,6,999,2,-3,92,-29,5,5017
32,258,6,999,6,3,93,-42,4,5228
36,159,3,999,6,3,93,-42,4,5228
42,92,5,999,6,3,93,-36,4,5191
29,209,2,999,6,3,93,-36,4,5228
33,117,6,999,6,2,93,-42,4,5195
56,49,2,999,6,3,94,-41,4,5228
31,168,6,999,6,3,93,-36,4,5191
34,228,3,999,6,2,93,-42,4,5195
33,78,7,999,6,3,94,-41,4,5228
23,9,6,999,6,-3,92,-46,4,5099
26,11,3,999,6,3,93,-42,4,5228
55,106,6,999,6,3,93,-36,4,5228
47,60,6,999,6,3,94,-41,4,5228
36,324,5,999,6,3,94,-41,4,5228
33,369,2,999,6,3,93,-36,4,5191
60,557,2,999,6,3,93,-36,4,5191
49,142,2,999,6,3,93,-36,4,5191
35,35,6,999,6,3,93,-36,4,5191
47,480,6,999,6,3,93,-42,4,5228
30,207,6,999,6,3,93,-36,4,5191
27,869,2,999,6,3,94,-41,4,5228
36,259,6,999,6,3,93,-42,4,5228
46,222,3,999,6,-3,92,-46,4,5099
30,149,6,999,8,-3,92,-46,4,5099
88,82,2,999,6,-3,92,-50,4,5099
45,166,62,999,6,3,93,-36,4,5191
30,82,6,999,6,-3,93,-47,4,5099
43,461,2,999,6,3,94,-41,4,5228
48,27,67,999,6,3,93,-42,4,5228
56,98,6,999,6,3,93,-36,4,5191
42,617,6,999,6,3,93,-36,4,5191
30,63,6,999,6,3,93,-42,4,5228
56,77,5,999,6,3,94,-41,4,5228
35,61,2,999,6,3,93,-36,4,5228
39,206,6,999,6,3,93,-36,4,5191
49,96,6,999,6,-3,92,-46,4,5099
30,129,2,999,8,-3,92,-46,4,5099
39,979,9,999,6,3,94,-41,4,5228
32,119,2,999,6,3,93,-42,4,5228
59,630,3,999,6,3,93,-42,4,5228
38,234,6,999,6,3,93,-36,4,5228
49,354,6,999,6,3,93,-42,4,5228
28,502,3,999,6,3,93,-42,4,5228
39,451,4,3,8,-3,92,-46,4,5099
37,93,6,999,6,-3,92,-26,5,5017
51,250,3,999,6,3,94,-41,4,5228
31,241,6,999,6,3,93,-36,4,5191
59,142,6,999,6,3,93,-42,4,5228
46,304,2,999,6,3,93,-36,4,5191
36,296,6,999,6,3,93,-36,4,5191
28,651,5,999,6,3,94,-41,4,5228
31,102,4,999,6,3,93,-36,4,5191
26,188,6,999,6,3,93,-36,4,5191
36,221,8,999,6,3,93,-42,4,5228
